prompt_id,case_id,arm,condition,subset,qwen36_tokens
dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws2|b800|slot2|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws2|b800,time_respecting,hidden,seed_replication,950
dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws2|b800|slot2|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws2|b800,time_respecting,mechanism,seed_replication,1097
dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws3|b800|slot3|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws3|b800,time_respecting,hidden,seed_replication,950
dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws3|b800|slot3|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws3|b800,time_respecting,mechanism,seed_replication,1097
real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600|direction_only,real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,946
real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600|hidden,real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,898
real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600|mechanism,real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,1052
real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600|mechanism_direction,real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1100
real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600|mismatched,real__snap_bitcoin_otc|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1021
real__snap_bitcoin_otc|event_sample_then_full_history|ss1|b9600|slot1|hidden,real__snap_bitcoin_otc|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,hidden,seed_replication,898
real__snap_bitcoin_otc|event_sample_then_full_history|ss1|b9600|slot1|mechanism,real__snap_bitcoin_otc|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,mechanism,seed_replication,1052
real__snap_bitcoin_otc|event_sample_then_full_history|ss2|b9600|slot2|hidden,real__snap_bitcoin_otc|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,hidden,seed_replication,890
real__snap_bitcoin_otc|event_sample_then_full_history|ss2|b9600|slot2|mechanism,real__snap_bitcoin_otc|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,mechanism,seed_replication,1044
real__snap_bitcoin_otc|event_sample_then_full_history|ss3|b9600|slot3|hidden,real__snap_bitcoin_otc|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,hidden,seed_replication,891
real__snap_bitcoin_otc|event_sample_then_full_history|ss3|b9600|slot3|mechanism,real__snap_bitcoin_otc|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,mechanism,seed_replication,1045
real__snap_bitcoin_otc|node_panel_full_history|ss0|b2500|direction_only,real__snap_bitcoin_otc|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,913
real__snap_bitcoin_otc|node_panel_full_history|ss0|b2500|hidden,real__snap_bitcoin_otc|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,866
real__snap_bitcoin_otc|node_panel_full_history|ss0|b2500|mechanism,real__snap_bitcoin_otc|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1003
real__snap_bitcoin_otc|node_panel_full_history|ss0|b2500|mechanism_direction,real__snap_bitcoin_otc|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1050
real__snap_bitcoin_otc|node_panel_full_history|ss1|b2500|slot1|hidden,real__snap_bitcoin_otc|node_panel_full_history|ss1|b2500,node_panel_full_history,hidden,seed_replication,874
real__snap_bitcoin_otc|node_panel_full_history|ss1|b2500|slot1|mechanism,real__snap_bitcoin_otc|node_panel_full_history|ss1|b2500,node_panel_full_history,mechanism,seed_replication,1011
real__snap_bitcoin_otc|node_panel_full_history|ss2|b2500|slot2|hidden,real__snap_bitcoin_otc|node_panel_full_history|ss2|b2500,node_panel_full_history,hidden,seed_replication,868
real__snap_bitcoin_otc|node_panel_full_history|ss2|b2500|slot2|mechanism,real__snap_bitcoin_otc|node_panel_full_history|ss2|b2500,node_panel_full_history,mechanism,seed_replication,1005
real__snap_bitcoin_otc|node_panel_full_history|ss3|b2500|slot3|hidden,real__snap_bitcoin_otc|node_panel_full_history|ss3|b2500,node_panel_full_history,hidden,seed_replication,882
real__snap_bitcoin_otc|node_panel_full_history|ss3|b2500|slot3|mechanism,real__snap_bitcoin_otc|node_panel_full_history|ss3|b2500,node_panel_full_history,mechanism,seed_replication,1019
real__snap_bitcoin_otc|recent_history_k20|ws0|b800|direction_only,real__snap_bitcoin_otc|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,880
real__snap_bitcoin_otc|recent_history_k20|ws0|b800|hidden,real__snap_bitcoin_otc|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,833
real__snap_bitcoin_otc|recent_history_k20|ws0|b800|mechanism,real__snap_bitcoin_otc|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,993
real__snap_bitcoin_otc|recent_history_k20|ws0|b800|mechanism_direction,real__snap_bitcoin_otc|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1040
real__snap_bitcoin_otc|recent_history_k20|ws1|b800|slot1|hidden,real__snap_bitcoin_otc|recent_history_k20|ws1|b800,recent_history_k20,hidden,seed_replication,840
real__snap_bitcoin_otc|recent_history_k20|ws1|b800|slot1|mechanism,real__snap_bitcoin_otc|recent_history_k20|ws1|b800,recent_history_k20,mechanism,seed_replication,1000
real__snap_bitcoin_otc|recent_history_k20|ws2|b800|slot2|hidden,real__snap_bitcoin_otc|recent_history_k20|ws2|b800,recent_history_k20,hidden,seed_replication,826
real__snap_bitcoin_otc|recent_history_k20|ws2|b800|slot2|mechanism,real__snap_bitcoin_otc|recent_history_k20|ws2|b800,recent_history_k20,mechanism,seed_replication,986
real__snap_bitcoin_otc|recent_history_k20|ws3|b800|slot3|hidden,real__snap_bitcoin_otc|recent_history_k20|ws3|b800,recent_history_k20,hidden,seed_replication,833
real__snap_bitcoin_otc|recent_history_k20|ws3|b800|slot3|mechanism,real__snap_bitcoin_otc|recent_history_k20|ws3|b800,recent_history_k20,mechanism,seed_replication,993
real__snap_bitcoin_otc|time_agnostic_t|ws0|b800|direction_only,real__snap_bitcoin_otc|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,910
real__snap_bitcoin_otc|time_agnostic_t|ws0|b800|hidden,real__snap_bitcoin_otc|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,863
real__snap_bitcoin_otc|time_agnostic_t|ws0|b800|mechanism,real__snap_bitcoin_otc|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,986
real__snap_bitcoin_otc|time_agnostic_t|ws0|b800|mechanism_direction,real__snap_bitcoin_otc|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1033
real__snap_bitcoin_otc|time_agnostic_t|ws0|b800|metadata_only,real__snap_bitcoin_otc|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,653
real__snap_bitcoin_otc|time_agnostic_t|ws0|b800|mismatched,real__snap_bitcoin_otc|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1017
real__snap_bitcoin_otc|time_agnostic_t|ws1|b800|slot1|hidden,real__snap_bitcoin_otc|time_agnostic_t|ws1|b800,time_agnostic_t,hidden,seed_replication,862
real__snap_bitcoin_otc|time_agnostic_t|ws1|b800|slot1|mechanism,real__snap_bitcoin_otc|time_agnostic_t|ws1|b800,time_agnostic_t,mechanism,seed_replication,985
real__snap_bitcoin_otc|time_agnostic_t|ws2|b800|slot2|hidden,real__snap_bitcoin_otc|time_agnostic_t|ws2|b800,time_agnostic_t,hidden,seed_replication,862
real__snap_bitcoin_otc|time_agnostic_t|ws2|b800|slot2|mechanism,real__snap_bitcoin_otc|time_agnostic_t|ws2|b800,time_agnostic_t,mechanism,seed_replication,985
real__snap_bitcoin_otc|time_agnostic_t|ws3|b800|slot3|hidden,real__snap_bitcoin_otc|time_agnostic_t|ws3|b800,time_agnostic_t,hidden,seed_replication,855
real__snap_bitcoin_otc|time_agnostic_t|ws3|b800|slot3|mechanism,real__snap_bitcoin_otc|time_agnostic_t|ws3|b800,time_agnostic_t,mechanism,seed_replication,978
real__snap_bitcoin_otc|time_respecting|ws0|b800|direction_only,real__snap_bitcoin_otc|time_respecting|ws0|b800,time_respecting,direction_only,factorial,899
real__snap_bitcoin_otc|time_respecting|ws0|b800|hidden,real__snap_bitcoin_otc|time_respecting|ws0|b800,time_respecting,hidden,factorial,852
real__snap_bitcoin_otc|time_respecting|ws0|b800|mechanism,real__snap_bitcoin_otc|time_respecting|ws0|b800,time_respecting,mechanism,factorial,999
real__snap_bitcoin_otc|time_respecting|ws0|b800|mechanism_direction,real__snap_bitcoin_otc|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1046
real__snap_bitcoin_otc|time_respecting|ws1|b800|slot1|hidden,real__snap_bitcoin_otc|time_respecting|ws1|b800,time_respecting,hidden,seed_replication,861
real__snap_bitcoin_otc|time_respecting|ws1|b800|slot1|mechanism,real__snap_bitcoin_otc|time_respecting|ws1|b800,time_respecting,mechanism,seed_replication,1008
real__snap_bitcoin_otc|time_respecting|ws2|b800|slot2|hidden,real__snap_bitcoin_otc|time_respecting|ws2|b800,time_respecting,hidden,seed_replication,868
real__snap_bitcoin_otc|time_respecting|ws2|b800|slot2|mechanism,real__snap_bitcoin_otc|time_respecting|ws2|b800,time_respecting,mechanism,seed_replication,1015
real__snap_bitcoin_otc|time_respecting|ws3|b800|slot3|hidden,real__snap_bitcoin_otc|time_respecting|ws3|b800,time_respecting,hidden,seed_replication,840
real__snap_bitcoin_otc|time_respecting|ws3|b800|slot3|mechanism,real__snap_bitcoin_otc|time_respecting|ws3|b800,time_respecting,mechanism,seed_replication,987
real__snap_collegemsg|event_sample_then_full_history|ss0|b9600|direction_only,real__snap_collegemsg|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,2497
real__snap_collegemsg|event_sample_then_full_history|ss0|b9600|hidden,real__snap_collegemsg|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,2449
real__snap_collegemsg|event_sample_then_full_history|ss0|b9600|mechanism,real__snap_collegemsg|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,2603
real__snap_collegemsg|event_sample_then_full_history|ss0|b9600|mechanism_direction,real__snap_collegemsg|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,2651
real__snap_collegemsg|event_sample_then_full_history|ss0|b9600|mismatched,real__snap_collegemsg|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,2572
real__snap_collegemsg|event_sample_then_full_history|ss1|b9600|slot1|hidden,real__snap_collegemsg|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,hidden,seed_replication,2449
real__snap_collegemsg|event_sample_then_full_history|ss1|b9600|slot1|mechanism,real__snap_collegemsg|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,mechanism,seed_replication,2603
real__snap_collegemsg|event_sample_then_full_history|ss2|b9600|slot2|hidden,real__snap_collegemsg|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,hidden,seed_replication,2477
real__snap_collegemsg|event_sample_then_full_history|ss2|b9600|slot2|mechanism,real__snap_collegemsg|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,mechanism,seed_replication,2631
real__snap_collegemsg|event_sample_then_full_history|ss3|b9600|slot3|hidden,real__snap_collegemsg|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,hidden,seed_replication,2447
real__snap_collegemsg|event_sample_then_full_history|ss3|b9600|slot3|mechanism,real__snap_collegemsg|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,mechanism,seed_replication,2601
real__snap_collegemsg|node_panel_full_history|ss0|b2500|direction_only,real__snap_collegemsg|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1461
real__snap_collegemsg|node_panel_full_history|ss0|b2500|hidden,real__snap_collegemsg|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1414
real__snap_collegemsg|node_panel_full_history|ss0|b2500|mechanism,real__snap_collegemsg|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1551
real__snap_collegemsg|node_panel_full_history|ss0|b2500|mechanism_direction,real__snap_collegemsg|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1598
real__snap_collegemsg|node_panel_full_history|ss1|b2500|slot1|hidden,real__snap_collegemsg|node_panel_full_history|ss1|b2500,node_panel_full_history,hidden,seed_replication,1317
real__snap_collegemsg|node_panel_full_history|ss1|b2500|slot1|mechanism,real__snap_collegemsg|node_panel_full_history|ss1|b2500,node_panel_full_history,mechanism,seed_replication,1454
real__snap_collegemsg|node_panel_full_history|ss2|b2500|slot2|hidden,real__snap_collegemsg|node_panel_full_history|ss2|b2500,node_panel_full_history,hidden,seed_replication,1414
real__snap_collegemsg|node_panel_full_history|ss2|b2500|slot2|mechanism,real__snap_collegemsg|node_panel_full_history|ss2|b2500,node_panel_full_history,mechanism,seed_replication,1551
real__snap_collegemsg|node_panel_full_history|ss3|b2500|slot3|hidden,real__snap_collegemsg|node_panel_full_history|ss3|b2500,node_panel_full_history,hidden,seed_replication,1391
real__snap_collegemsg|node_panel_full_history|ss3|b2500|slot3|mechanism,real__snap_collegemsg|node_panel_full_history|ss3|b2500,node_panel_full_history,mechanism,seed_replication,1528
real__snap_collegemsg|recent_history_k20|ws0|b800|direction_only,real__snap_collegemsg|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,920
real__snap_collegemsg|recent_history_k20|ws0|b800|hidden,real__snap_collegemsg|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,873
real__snap_collegemsg|recent_history_k20|ws0|b800|mechanism,real__snap_collegemsg|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1033
real__snap_collegemsg|recent_history_k20|ws0|b800|mechanism_direction,real__snap_collegemsg|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1080
real__snap_collegemsg|recent_history_k20|ws1|b800|slot1|hidden,real__snap_collegemsg|recent_history_k20|ws1|b800,recent_history_k20,hidden,seed_replication,886
real__snap_collegemsg|recent_history_k20|ws1|b800|slot1|mechanism,real__snap_collegemsg|recent_history_k20|ws1|b800,recent_history_k20,mechanism,seed_replication,1046
real__snap_collegemsg|recent_history_k20|ws2|b800|slot2|hidden,real__snap_collegemsg|recent_history_k20|ws2|b800,recent_history_k20,hidden,seed_replication,881
real__snap_collegemsg|recent_history_k20|ws2|b800|slot2|mechanism,real__snap_collegemsg|recent_history_k20|ws2|b800,recent_history_k20,mechanism,seed_replication,1041
real__snap_collegemsg|recent_history_k20|ws3|b800|slot3|hidden,real__snap_collegemsg|recent_history_k20|ws3|b800,recent_history_k20,hidden,seed_replication,888
real__snap_collegemsg|recent_history_k20|ws3|b800|slot3|mechanism,real__snap_collegemsg|recent_history_k20|ws3|b800,recent_history_k20,mechanism,seed_replication,1048
real__snap_collegemsg|time_agnostic_t|ws0|b800|direction_only,real__snap_collegemsg|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,900
real__snap_collegemsg|time_agnostic_t|ws0|b800|hidden,real__snap_collegemsg|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,853
real__snap_collegemsg|time_agnostic_t|ws0|b800|mechanism,real__snap_collegemsg|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,976
real__snap_collegemsg|time_agnostic_t|ws0|b800|mechanism_direction,real__snap_collegemsg|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1023
real__snap_collegemsg|time_agnostic_t|ws0|b800|metadata_only,real__snap_collegemsg|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,653
real__snap_collegemsg|time_agnostic_t|ws0|b800|mismatched,real__snap_collegemsg|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1007
real__snap_collegemsg|time_agnostic_t|ws1|b800|slot1|hidden,real__snap_collegemsg|time_agnostic_t|ws1|b800,time_agnostic_t,hidden,seed_replication,846
real__snap_collegemsg|time_agnostic_t|ws1|b800|slot1|mechanism,real__snap_collegemsg|time_agnostic_t|ws1|b800,time_agnostic_t,mechanism,seed_replication,969
real__snap_collegemsg|time_agnostic_t|ws2|b800|slot2|hidden,real__snap_collegemsg|time_agnostic_t|ws2|b800,time_agnostic_t,hidden,seed_replication,847
real__snap_collegemsg|time_agnostic_t|ws2|b800|slot2|mechanism,real__snap_collegemsg|time_agnostic_t|ws2|b800,time_agnostic_t,mechanism,seed_replication,970
real__snap_collegemsg|time_agnostic_t|ws3|b800|slot3|hidden,real__snap_collegemsg|time_agnostic_t|ws3|b800,time_agnostic_t,hidden,seed_replication,846
real__snap_collegemsg|time_agnostic_t|ws3|b800|slot3|mechanism,real__snap_collegemsg|time_agnostic_t|ws3|b800,time_agnostic_t,mechanism,seed_replication,969
real__snap_collegemsg|time_respecting|ws0|b800|direction_only,real__snap_collegemsg|time_respecting|ws0|b800,time_respecting,direction_only,factorial,1021
real__snap_collegemsg|time_respecting|ws0|b800|hidden,real__snap_collegemsg|time_respecting|ws0|b800,time_respecting,hidden,factorial,974
real__snap_collegemsg|time_respecting|ws0|b800|mechanism,real__snap_collegemsg|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1121
real__snap_collegemsg|time_respecting|ws0|b800|mechanism_direction,real__snap_collegemsg|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1168
real__snap_collegemsg|time_respecting|ws1|b800|slot1|hidden,real__snap_collegemsg|time_respecting|ws1|b800,time_respecting,hidden,seed_replication,968
real__snap_collegemsg|time_respecting|ws1|b800|slot1|mechanism,real__snap_collegemsg|time_respecting|ws1|b800,time_respecting,mechanism,seed_replication,1115
real__snap_collegemsg|time_respecting|ws2|b800|slot2|hidden,real__snap_collegemsg|time_respecting|ws2|b800,time_respecting,hidden,seed_replication,966
real__snap_collegemsg|time_respecting|ws2|b800|slot2|mechanism,real__snap_collegemsg|time_respecting|ws2|b800,time_respecting,mechanism,seed_replication,1113
real__snap_collegemsg|time_respecting|ws3|b800|slot3|hidden,real__snap_collegemsg|time_respecting|ws3|b800,time_respecting,hidden,seed_replication,966
real__snap_collegemsg|time_respecting|ws3|b800|slot3|mechanism,real__snap_collegemsg|time_respecting|ws3|b800,time_respecting,mechanism,seed_replication,1113
real__snap_email_eu|event_sample_then_full_history|ss0|b9600|direction_only,real__snap_email_eu|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,1138
real__snap_email_eu|event_sample_then_full_history|ss0|b9600|hidden,real__snap_email_eu|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,1090
real__snap_email_eu|event_sample_then_full_history|ss0|b9600|mechanism,real__snap_email_eu|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,1244
real__snap_email_eu|event_sample_then_full_history|ss0|b9600|mechanism_direction,real__snap_email_eu|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1292
real__snap_email_eu|event_sample_then_full_history|ss0|b9600|mismatched,real__snap_email_eu|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1213
real__snap_email_eu|node_panel_full_history|ss0|b2500|direction_only,real__snap_email_eu|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1556
real__snap_email_eu|node_panel_full_history|ss0|b2500|hidden,real__snap_email_eu|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1509
real__snap_email_eu|node_panel_full_history|ss0|b2500|mechanism,real__snap_email_eu|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1646
real__snap_email_eu|node_panel_full_history|ss0|b2500|mechanism_direction,real__snap_email_eu|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1693
real__snap_email_eu|recent_history_k20|ws0|b800|direction_only,real__snap_email_eu|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,1104
real__snap_email_eu|recent_history_k20|ws0|b800|hidden,real__snap_email_eu|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,1057
real__snap_email_eu|recent_history_k20|ws0|b800|mechanism,real__snap_email_eu|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1217
real__snap_email_eu|recent_history_k20|ws0|b800|mechanism_direction,real__snap_email_eu|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1264
real__snap_email_eu|time_agnostic_t|ws0|b800|direction_only,real__snap_email_eu|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,900
real__snap_email_eu|time_agnostic_t|ws0|b800|hidden,real__snap_email_eu|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,853
real__snap_email_eu|time_agnostic_t|ws0|b800|mechanism,real__snap_email_eu|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,976
real__snap_email_eu|time_agnostic_t|ws0|b800|mechanism_direction,real__snap_email_eu|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1023
real__snap_email_eu|time_agnostic_t|ws0|b800|metadata_only,real__snap_email_eu|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,653
real__snap_email_eu|time_agnostic_t|ws0|b800|mismatched,real__snap_email_eu|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1007
real__snap_email_eu|time_respecting|ws0|b800|direction_only,real__snap_email_eu|time_respecting|ws0|b800,time_respecting,direction_only,factorial,1015
real__snap_email_eu|time_respecting|ws0|b800|hidden,real__snap_email_eu|time_respecting|ws0|b800,time_respecting,hidden,factorial,968
real__snap_email_eu|time_respecting|ws0|b800|mechanism,real__snap_email_eu|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1115
real__snap_email_eu|time_respecting|ws0|b800|mechanism_direction,real__snap_email_eu|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1162
real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600|direction_only,real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,3128
real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600|hidden,real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,3080
real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600|mechanism,real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,3234
real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600|mechanism_direction,real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,3282
real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600|mismatched,real__snap_mathoverflow|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,3203
real__snap_mathoverflow|node_panel_full_history|ss0|b2500|direction_only,real__snap_mathoverflow|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1292
real__snap_mathoverflow|node_panel_full_history|ss0|b2500|hidden,real__snap_mathoverflow|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1245
real__snap_mathoverflow|node_panel_full_history|ss0|b2500|mechanism,real__snap_mathoverflow|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1382
real__snap_mathoverflow|node_panel_full_history|ss0|b2500|mechanism_direction,real__snap_mathoverflow|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1429
real__snap_mathoverflow|recent_history_k20|ws0|b800|direction_only,real__snap_mathoverflow|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,914
real__snap_mathoverflow|recent_history_k20|ws0|b800|hidden,real__snap_mathoverflow|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,867
real__snap_mathoverflow|recent_history_k20|ws0|b800|mechanism,real__snap_mathoverflow|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1027
real__snap_mathoverflow|recent_history_k20|ws0|b800|mechanism_direction,real__snap_mathoverflow|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1074
real__snap_mathoverflow|time_agnostic_t|ws0|b800|direction_only,real__snap_mathoverflow|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,882
real__snap_mathoverflow|time_agnostic_t|ws0|b800|hidden,real__snap_mathoverflow|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,835
real__snap_mathoverflow|time_agnostic_t|ws0|b800|mechanism,real__snap_mathoverflow|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,958
real__snap_mathoverflow|time_agnostic_t|ws0|b800|mechanism_direction,real__snap_mathoverflow|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1005
real__snap_mathoverflow|time_agnostic_t|ws0|b800|metadata_only,real__snap_mathoverflow|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,655
real__snap_mathoverflow|time_agnostic_t|ws0|b800|mismatched,real__snap_mathoverflow|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,989
real__snap_mathoverflow|time_respecting|ws0|b800|direction_only,real__snap_mathoverflow|time_respecting|ws0|b800,time_respecting,direction_only,factorial,869
real__snap_mathoverflow|time_respecting|ws0|b800|hidden,real__snap_mathoverflow|time_respecting|ws0|b800,time_respecting,hidden,factorial,822
real__snap_mathoverflow|time_respecting|ws0|b800|mechanism,real__snap_mathoverflow|time_respecting|ws0|b800,time_respecting,mechanism,factorial,969
real__snap_mathoverflow|time_respecting|ws0|b800|mechanism_direction,real__snap_mathoverflow|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1016
real__sp_highschool2013|event_sample_then_full_history|ss0|b9600|direction_only,real__sp_highschool2013|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,968
real__sp_highschool2013|event_sample_then_full_history|ss0|b9600|hidden,real__sp_highschool2013|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,920
real__sp_highschool2013|event_sample_then_full_history|ss0|b9600|mechanism,real__sp_highschool2013|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,1074
real__sp_highschool2013|event_sample_then_full_history|ss0|b9600|mechanism_direction,real__sp_highschool2013|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1122
real__sp_highschool2013|event_sample_then_full_history|ss0|b9600|mismatched,real__sp_highschool2013|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1043
real__sp_highschool2013|node_panel_full_history|ss0|b2500|direction_only,real__sp_highschool2013|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1277
real__sp_highschool2013|node_panel_full_history|ss0|b2500|hidden,real__sp_highschool2013|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1230
real__sp_highschool2013|node_panel_full_history|ss0|b2500|mechanism,real__sp_highschool2013|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1367
